1,17510,1,2022,10,3,100,0,100,0,0,1,0,10,0
2,109980,2,2022,10,2,0,0,0,0,0,2,0,10,0
3,13133,3,2022,10,4,0,0,0,0,0,3,0,10,0
4,10996,4,2022,10,1,100,0,0,0,0,4,0,10,0
5,17235,5,2022,10,2,0,0,100,0,0,5,0,10,0
6,4564,6,2022,10,1,100,0,100,0,0,6,0,10,0
7,4589,7,2022,10,4,0,0,0,0,0,7,0,10,0
8,10998,8,2022,10,3,100,0,0,0,0,8,0,10,0
9,17235,9,2022,10,2,0,0,100,0,0,9,0,10,0
10,26696,10,2022,10,2,0,0,0,0,0,13,0,10,0
11,4681,11,2022,10,4,0,0,0,0,0,11,0,10,0
12,10998,12,2022,10,3,100,0,0,0,0,21,0,10,0
13,13133,13,2022,10,4,0,0,0,0,0,12,0,10,0
14,17235,14,2022,10,2,0,0,100,0,0,14,0,10,0
15,4589,15,2022,10,4,0,0,0,0,0,19,0,11,0
16,10996,16,2022,10,1,100,0,0,0,0,24,0,11,0
17,17235,17,2022,10,2,0,0,100,0,0,16,0,11,0
18,20322,18,2022,10,2,0,0,0,0,0,10,0,11,0
19,10998,19,2022,10,3,100,0,0,0,0,93,0,11,0
20,4631,20,2022,10,2,0,0,100,0,0,30,0,11,0
21,4584,21,2022,10,4,0,0,100,0,0,15,0,11,0
22,10244,22,2022,10,3,100,0,0,0,0,18,0,11,0
23,10535,23,2022,10,1,100,0,0,0,0,28,0,11,0
24,17235,24,2022,10,2,0,0,100,0,0,22,0,11,0
25,4589,25,2022,10,3,100,0,0,0,0,20,0,11,0
26,26696,26,2022,10,2,0,0,0,0,0,25,0,11,0
27,4564,27,2022,10,1,100,0,100,0,0,39,0,11,0
28,24455,28,2022,10,1,100,0,0,0,0,33,0,11,0
29,13133,29,2022,10,4,0,0,0,0,0,23,0,11,0
30,10244,30,2022,10,3,100,0,0,0,0,29,0,11,0
31,4584,31,2022,10,3,100,0,100,0,0,32,0,11,0
32,4631,32,2022,10,2,0,0,100,0,0,43,0,11,0
33,11901,33,2022,10,4,0,0,100,0,0,48,0,11,0
34,4681,34,2022,10,4,0,0,0,0,0,27,0,11,0
35,4558,35,2022,10,1,100,0,0,0,0,38,0,11,0
36,17510,36,2022,10,3,100,0,100,0,0,35,0,11,0
37,10998,37,2022,10,3,100,0,0,0,0,17,0,11,0
38,11901,38,2022,10,4,0,0,100,0,0,31,0,12,0
39,10244,39,2022,10,3,100,0,0,0,0,40,0,12,0
40,4564,40,2022,10,1,100,0,100,0,0,47,0,12,0
41,10998,41,2022,10,2,0,0,0,0,0,44,0,12,0
42,4643,42,2022,10,2,0,0,0,0,0,26,0,12,0
43,13133,43,2022,10,4,0,0,0,0,0,34,0,12,0
44,10244,44,2022,10,3,100,0,0,0,0,46,0,12,0
45,10996,45,2022,10,1,100,0,0,0,0,52,0,12,0
46,24455,46,2022,10,4,0,0,0,0,0,58,0,12,0
47,4584,47,2022,10,4,0,0,100,0,0,53,0,12,0
48,17235,48,2022,10,2,0,0,100,0,0,42,0,12,0
49,14469,49,2022,10,1,100,0,0,0,0,62,0,12,0
50,4631,50,2022,10,2,0,0,100,0,0,51,0,12,0
51,4778,51,2022,10,4,0,0,100,0,0,37,0,12,0
52,4589,52,2022,10,3,100,0,0,0,0,50,0,12,0
53,4555,53,2022,10,2,0,0,100,0,0,55,0,12,0
54,10998,54,2022,10,2,0,0,0,0,0,68,0,12,0
55,26696,55,2022,10,2,0,0,0,0,0,57,0,12,0
56,17272,56,2022,10,1,100,0,0,0,0,73,0,12,0
57,4614,57,2022,10,2,0,0,100,0,0,59,0,12,0
58,17272,58,2022,10,1,100,0,0,0,0,81,0,1,0
59,20348,59,2022,10,1,100,0,100,0,0,78,0,1,0
60,10998,60,2022,10,2,0,0,0,0,0,84,0,1,0
61,10996,61,2022,10,1,100,0,0,0,0,89,0,1,0
62,4625,62,2022,10,2,0,0,100,0,0,69,0,1,0
63,4564,63,2022,10,1,100,0,100,0,0,63,0,1,0
64,4564,64,2022,10,1,100,0,100,0,0,75,0,1,0
65,17235,65,2022,10,2,0,0,100,0,0,36,0,1,0
66,17235,66,2022,10,2,0,0,100,0,0,66,0,1,0
67,10998,67,2022,10,3,100,0,0,0,0,71,0,1,0
68,10998,68,2022,10,3,100,0,0,0,0,77,0,1,0
69,10244,69,2022,10,3,100,0,0,0,0,54,0,1,0
70,10244,70,2022,10,3,100,0,0,0,0,65,0,1,0
71,4589,71,2022,10,3,100,0,0,0,0,61,0,1,0
72,4631,72,2022,10,3,100,0,100,0,0,67,0,1,0
73,9973,73,2022,10,3,100,0,50,50,0,41,0,1,0
74,13133,74,2022,10,4,0,0,0,0,0,45,0,1,0
75,11901,75,2022,10,4,0,0,100,0,0,49,0,1,0
76,11901,76,2022,10,4,0,0,100,0,0,60,0,1,0
77,4778,77,2022,10,4,0,0,100,0,0,56,0,1,0
78,4778,78,2022,10,4,0,0,100,0,0,64,0,1,0
79,4681,79,2022,10,4,0,0,0,0,0,70,0,1,0
80,4584,80,2022,10,4,0,0,100,0,0,79,0,1,0
81,25004,81,2022,10,3,100,0,0,0,0,100,0,2,0
82,10996,82,2022,10,1,100,0,0,0,0,106,0,2,0
83,4625,83,2022,10,2,0,0,100,0,0,83,0,2,0
84,20322,84,2022,10,2,0,0,0,0,0,88,0,2,0
85,17235,85,2022,10,2,0,0,100,0,0,85,0,2,0
86,17235,86,2022,10,2,0,0,100,0,0,107,0,2,0
87,10998,87,2022,10,3,100,0,0,0,0,92,0,2,0
88,4635,88,2022,10,1,100,0,100,0,0,97,0,2,0
89,4564,89,2022,10,1,100,0,100,0,0,122,0,2,0
90,10244,90,2022,10,3,100,0,0,0,0,72,0,2,0
91,10244,91,2022,10,3,100,0,0,0,0,86,0,2,0
92,17235,92,2022,10,2,0,0,100,0,0,76,0,2,0
93,26696,93,2022,10,2,0,0,0,0,0,80,0,2,0
94,4589,94,2022,10,3,100,0,0,0,0,90,0,2,0
95,4589,95,2022,10,4,0,0,0,0,0,118,0,2,0
96,4631,96,2022,10,3,100,0,100,0,0,94,0,2,0
97,4611,97,2022,10,4,0,0,0,0,0,74,0,2,0
98,11901,98,2022,10,4,0,0,100,0,0,82,0,2,0
99,4681,99,2022,10,4,0,0,0,0,0,91,0,2,0
100,13133,100,2022,10,4,0,0,0,0,0,87,0,2,0
101,14469,101,2022,10,4,0,0,0,0,0,95,0,2,0
102,9938,102,2022,10,1,100,0,100,0,0,108,0,3,0
103,17272,103,2022,10,1,100,0,0,0,0,103,0,3,0
104,10996,104,2022,10,1,100,0,0,0,0,114,0,3,0
105,24455,105,2022,10,4,0,0,0,0,0,96,0,3,0
106,4643,106,2022,10,2,0,0,0,0,0,99,0,3,0
107,15015,107,2022,10,2,0,0,0,0,0,105,0,3,0
108,20322,108,2022,10,2,0,0,0,0,0,117,0,3,0
109,17235,109,2022,10,2,0,0,100,0,0,109,0,3,0
110,17235,110,2022,10,2,0,0,100,0,0,116,0,3,0
111,10998,111,2022,10,3,100,0,0,0,0,111,0,3,0
112,10998,112,2022,10,3,100,0,0,0,0,120,0,3,0
113,4564,113,2022,10,1,100,0,100,0,0,115,0,3,0
114,17510,114,2022,10,3,100,0,100,0,0,102,0,3,0
115,4589,115,2022,10,3,100,0,0,0,0,110,0,3,0
116,4631,116,2022,10,3,100,0,100,0,0,119,0,3,0
117,26696,117,2022,10,2,0,0,0,0,0,112,0,3,0
118,10244,118,2022,10,3,100,0,0,0,0,98,0,3,0
119,9973,119,2022,10,4,0,0,0,0,0,101,0,3,0
120,13133,120,2022,10,4,0,0,0,0,0,123,0,3,0
121,11901,121,2022,10,4,0,0,100,0,0,104,0,3,0
122,11901,122,2022,10,4,0,0,100,0,0,113,0,3,0
123,4778,123,2022,10,4,0,0,100,0,0,121,0,3,0
